comments	label
너도	0
돈키호테 아마도 역대 최악의 저질 예능으로 평가받을듯	0
연예인 이라는 이유로 모든 욕은 다먹네 다름 클럽은 안저러니 애들아 정싱좀 차려라	0
역시 동근이형 대박 뮤지컬같았네요 꼬마 귀엽더라구요ㅎㅎ	0
국가혁명배당금당 말고는 대안이 없음	0
재들도 조선에게 보고 배운거여 전에은 저런거 없었지	0
완전 가능 4년까지 가능	0
자꾸 메인바꾸지만 그래봤자 군대도피자라는 사실이 바뀌진 않는다	0
그래도 반성 한거 같은데 그냥 넘어가든가	0
원래 마른 몸매 아니었나 쨌든 부럽네요^^	0
역시 yg 대단해 대단하고 이런 아이돌 제조기 이야 yg jyp 역시 입니다	0
공지영 김제동 하리수	0
그깟 돈까스집 망하든가 말든가 나하고 뭔상관이야 잘되면 백가만 좋겠지뭐 옆에 호텔있다믄서	0
밑에꺼 항상 철망치같은거만 골랏엇음 ㅋㅋ	0
원준 인준 세준 아버님 빵에 계신 알았는데 언제 출소하셨대요 나오자마자 아주 신나셨네요 원준 인준 세준 아버님 ㅋㅋ	0
제네시스 이차 옆태를	0
니가 사는 건물 조선 산업 제조업 수출 산업 자동차 산업 용접없이 가능함	0
더운데 모자는 쓰지아가들은 귀여워 나이가 드니까 자식 키우니까 모든아기들이 천사같아요 슈돌에외국아기는 너무 이쁘고 이영애 쌍둥이중 딸이 이쁘고정시아 딸도 예쁘든데	0
수신료로 연예인들 여행보내 주는거 그만 보고 싶음	0
정말 자살일까 유서도 없고 자살을 했다는 정황도 없는데 우울증치료를 받았다는 이유만으로 자살핬다는건 왠지 의심스럽다	0
그러니 정부가 서울 집값을 잡을 것이라는 망상 따위는 버려야 한다 지지층이 집가진 사람이고 그들이 집값이 올라 더욱 지지율이 올라갈텐데 그걸 포기한단 말인가 서민정부는 그저 코스프레만으로 충분하다	0
강사면 강사 답게 우선 5등급 목표로 하고 올려라 천천히 목표를 높여라 해야 강사다 강사가 강사겠냐	0
너무 어린애들만 나오네 핵노잼	0
이럴줄알았다 드라마시작되기전에는 그렇게 군대얘기하더니 끝날때되니까 호평밖에없네정상적으로 군대가는남자들만 바보만드네이게 개돼지와 다를게뭐냐	0
티아라에서 얘가 좋았는데 맏언니로써 왕따사건을 방조한거 보고 암튼 잘살아라 티아라에서 니가 좋았었다	0
유희열님 미추리개꿀인데게스트로 나와주세욤ㅎㅎ유유커플 꿀쟁	0
이승기는 이제 나영석 머릿속에 없는건가요	0
색즉시공 공즉시색	0
아이템매니아에서 계정샀냐	0
재국의 아이돌 이런듣보 그룹도있었나 방탄보다 인기없음 관심업슴 케케	0
이투스 불법 댓글알바 이겨서 몇명 감방보내고	0
젊ㅁ은애들은 노상관이네	0
박해미는 언론플레이 하지말고 조용히 처리해라 자기 이미지만 중요한가 어쨌든 가족 아니냐	0
이주승 세상에서 제일부럽다	0
왜이러지 오달수는 너무 아깝다 한국영화에 너무 아까운 인재가 폭망하는 꼴을 두눈뜨고 못보겄다 나또한 팬중에 팬이었는데 한순간의 잘못된 행동 과거라지만 사실을 어찌 돌릴껴 아이고	0
둘다벌줬으면 빌려주사람이나 빌린사람이나 의도불순	0
똥물에 튀겨 ***	0
사장들 긴장해서 인터뷰장소에서 지적당하는 화면보며 더우울해하는데 옆에 조보아표정참 자신은 걱정해준다고하지만 더불편하게만드는거 그냥웃고만앉아있는 얘말고 진행능력과개그감도있는 먹방도가능한 예능인이 출연했으면	0
극중 정경호 아빠 해리포터에서 스캐버스피터랑 너무 닮았어요ㅋ	0
교사한테는 학생이 제자지만	0
김흥국 불쌍하다 진짜 뭔가 계속 터지는게 일부러 누가 그러는듯	0
개콘의 장대인데 장도연에 캐릭터묻힌 안나씨ㅠ뜨길바랄게요	0
맨날 하는 뻔한 얘기 그냥 방송에서 하는거임	0
공부 잘했다고 사회에 필요한인재는 아닌거같아요	0
정말 보기 싫다 하는 말마다 밉상	0
심뽀 더러운 인간들 많네젊은 청년이 열심히 하는게 대단하다 싶은데반면에 시기질투하는 인간들도 많을거야	0
조만간 주진요 만들어지는거아니냐	0
뭐가 지겨움 여러가지 사건에 대한 인증인데	0
그걸 즐기는 거면 말은 없다만 ㅋㅋㅋㅋ 같은 저러는 이해가 되긴 ㅋㅋㅋㅋㅋㅋ	0
afpk는 따기 어렵지 않아서 많이들 갖고 있다 cfp는 갖고 있는 사람이 별로 없고	0
외적인 부분 모양새로 단정짓는 습성이	0
컸네요 화목해보여요	0
예능 하나 했다고 불륜설 ㅋㅋ 믿는 이상했음 그럼 이서진은 본처냐 참나 ㅋㅋㅋ	0
응당한 처벌받고 언젠가는 다시 연예계든 개인방송에서든 볼수있길 바랍니다 준영씨 힘내세요	0
손예진이랑 소지섭이랑 결혼한다 이글은 성지글이 된다	0
로이킴을위해서라도 정준영 로이킴 먼지가되어 영상도 삭제해야함 흑역사임 ㅠㅠ	0
시기가 미묘하네요	0
잘못한게있으면 비난받아 마땅하겠으나관련없는 사항으로 오해받고 손가락질받는다면넘 아프지요저사람 아픈마음도 이해갑니다	0
자율주행하나로 밥벌어먹는 테슬라가 맨끝 ㅋㅋㅋ 신뢰성이	0
사실 개그맨이라서 그런거지 미인이고 글래머이심 멋진 여성이심	0
나만 보기불편함	0
그럼 본인이 리필을 하지	0
그냥 성매매 양지로 끌어올리자 이럴바엔 암암리에 하는거 아는데	0
전혀 몰랐네요 좋은 정보 감사	0
양동근무대 괞찬았음	0
같은 급여 조건이라고 놓은 보이냐	0
생겨서 별로다	0
yg 이사지만 사람은 좋은 사람일 수도 있겠지 확실한 잠잠하다가 소속사 이미지 바닥치니까 계속 여기저기 나오고 기사 뜨는 기분탓이 아닐걸 그런건 별로임	0
얘가 왜좋은지 모르겠음 너무 불호 나혼자 산다 나온거 보고 더더더더더 불호	0
우리 믹키오빠 얼마나 맘고생 심했을까민지는 슬퍼요	0
야동도 교복입은건 안본다 에라이	0
노잼 지들 인생살이 이야기 들어야하나	0
저궁굼해서그러는데 이사건에대해서잘모르는데 승리가 잘못이 있는거죠 직접 마약 성관계 폭행 성푸행 자기는 하진않았잖아요 거기햇던사람들이잘못인데	0
17살이면 고3인데 2살차이나면 만날수도잇지	0
진짜 치사스럽다 소속사 총동원령 내리고 구혜선 파묻을모양이네 그래도 응원한ㅇㄴ 사람도 많다 구혜선 힘내라	0
망할 조합에 망할 시나리오	0
안녕하세요 다들 좋은아침입니다 보신 모든분들 오늘 한주의 시작인 월요일에 복이 넝꿀째 찾아올것 입니다 가족 모두가 만수무강 하길 바랍니다	0
지병이 치통인가요 여러분 치과 자주가고 예수님 믿읍시다	0
쓸데없이 공무원들 일시켜서 강력한 유감의 뜻을 표한다 ㅁㅈㅎ	0
제동이넌 제발 빠져라	0
지금 맹구는 돈이 얼마들든 사람 구실만하면 혜자라 그러는듯	0
임신해도 이쁘네요	0
이불킥	0
깜빡이도 켜져있구만	0
슬프다 ㅠㅠ 마지막까지 함께해주고픈 김원희씨 맘이 얼마나 아플까 힘내세요힘내 곱단아	0
진짜 이쁘게 잘컸다	0
나중에 콘서트에서 초대가수로 mc몽이랑 튜엣 하는거 볼수 있겠죠 기대되네요 ㅎㅎ	0
미코 되고나서 몇년뒤 백화점서 있는데 키가 163인 나만했던걸로 기억 내키가 미코 될만한 키는 아닌데 이쁘긴 이뻤음	0
이제 라디오 안들어ㅋㅋ 망해라	0
12억 이상도 가능하겠네	0
드라마나 민폐없이 찍으세요 모델 한예슬씨 지금 당신의 심정이 당시 스탭들 심정이겠죠	0
아이언맨이랑 나타샤 죽습니다 너무 슬픕니다	0
한은정 신인때 생각난다 악역연기 악착같이 해서 한밤에서 취재갔던거 떡잎부터 남달랐음 뜬게 아쉽지만	0
배우로써는 타고나신듯 남편복은없지만	0
생에는 순서가 있지만 졸에는 순서가 없는 법이라더니	0
좋겠다 저런시장을 가진 대구는 선거하고 밥사먹으라고 돈준다잔아	0
영상 보고 민호 닮았네 하고 생각했는데	0
진영아 원더걸스 재결합 가자	0
장모 그럼 무고죄로 고소하세요	0
블리스 유에스에이 ㅋㅋㅋ	0
쓰레기통 리뷰는 처음봐서ㅠ	0
잘가요 멋진 배우로 기억할겁니다	0
아빠 나죽이지마ㅜㅜ	0
신혜만 보인다 예쁘고 엠마 진짜 신비그자체두주연땜에 본다많이 나오구 진도 나가자	0
아주 좋은 매니저로 크게 성장할것이구먼	0
내말이 ㅋㅋ 아직 세상물정을 모르는것 같더라 사회생활이 적었나	0
애들이 엄마를 얼마나 찾았을까 이제 아이들한테 잘하세요	0
박시연 동생아님 아버지에게	0
선거비용으로쓰고 남으면 주께 우리가남이가	0
이제 책임만 있다면 자유롭게 사랑해도 되는 시대 아닌가 홍상수 감독 자녀들도 성인으로 알고 있는데 이혼을 막을 이유가 뭐가있지	0
근데 어차피 남돌 방탄빼면 미세먼지들 수준들이고 여돌 트와이스 빼면 라면스프 부스러기 수준들인데 굳이 창업을 싸이나 되는 사람이 굳이	0
오창석 잘생기고 연기도 괜찮은데 이런데에 ㅠ피고인때 터뜨렸어야했나	0
형님 복귀 축하합니다	0
역시 트롯은 장윤정	0
어쨌든 변제 의무가 없는 김영희가 나서서 피해자와 원만하게 합의했으니 잘한건 맞지 욕을 못해서 안달인지 피해 당사자도 합의한 건데	0
근데 감정의선을 건드렸다는거야	0
점유이탈물 하나 추가됐군	0
타아라 지연 닮음	0
훈남티가너무 보기좋은부부 그리고 아이들	0
그냥 밉상 손태영 권상우 처렁 손태영이 밉상한체아 밉상 그냥 일상인데 올리는지 봉사하는거나 좀올리지 기부나 살기도 힘든데 밉상들이 더짜증나게	0
김대중은	0
솔직히 현빈 별로임 뭐가 멋있다는거지 가식덩어리같은데 엄청 폼잡음 조인성이나 소지섭이 훨씬 나음	0
다시 멋진 살기바래요 사랑할땐 눈이 멀어져요 잊고 다시 시작함되요	0
전라도 투어 하나보네	0
일부러 팔꿈치 좌석밖으로 걸쳐놈 ㅋㅋㅋ	0
자동차를 운전하는건 지옥이다	0
하트랑 크로버 그려진거는 뭐냐	0
가이드가 눈탱이를 쳤는지 말았는지 확인도 못하잖아	0
고지용 자꾸 나올까	0
이글을 읽어보시면 navigant research가 말이 안되는지 그리고 테슬라가 여기에서 꼴찌로 나와있는지 비판합니다 일단 navigant research는 리포트를 만들어서 $3000 6000 가량씩 주고 파는 곳입니다	0
바디는 노예계약 당함 주급이 그렇게나 ㄷㄷ	0
10+8 진짜 이승기랑 비교된다	0
그건 너가 작으니까 그런거고	0
30년전이면 일본 리즈시절임ㅋㅋㅋㅋ 일본이 얼마나 대단한나라냐면 25년째 성장이 그대로인데도 아직도 영프독레벨은 유지함ㅋㅋㅋㅋ 90년대 중반까지만해도 미국을 넘냐 못넘냐 했었는데	0
몰카 공유 대박 공유씨 실망이네여 도깨비보구팬됏는데 연애개 태출하시길	0
명수 응근슬쩍 뒷치기각잡네	0
처음에는 가엾기도 하고 사춘기니 여러 생각이 들겠거니 했는데 하도 그러니 이젠 지겨워서 별이든 달이든 알아서 되라고 하고 싶다	0
내가 말하는건 그냥 조금 짜증나는 마음으로 전화해서 환불요구나 다른요구도 없이 음식물을 쓰레기봉지에 버리는 사진까지 올리는 상황을 말하는거임	0
그시대에 태어나지 않아 숟가락만 들고 다녔네요 그래도 국내에서 세금 꼬박내고 열심히 살고 있습니다	0
배우들연기찰지네요 연출도 좋아요 잘보고있습니다♡	0
누가 조문인증을 강요햇대 조문인증기사쓰는 기자들이 웃긴소리하고 자빠졋네 이런기사나쓰지마	0
핸드폰	0
이름대로네ㅋ 조국을위해다출산하고 성은이만극하옵니다ㅋ 축하합니다 ^^	0
결국엔 양세종이나 장혁 둘중에 하난 죽거나 아님 둘다 살거나 이성계쪽은 죽겠지 그래도 역사는 못바꾸겠지	0
함소원 언니 너무 이쁘다 이제 이쁜 아가 만나네요 순산하세요	0
직원 임금체불하면서 지는 궁전에 사네	0
솔직히 틀린말 아닌대 자기가 좀더노력해야지 누가 해결해주냐 현실적인조언 해줘도 불편불편	0
=> 그런 없는데 ㅋㅋㅋㅋㅋㅋ왜 거짓말하노 ㅋㅋㅋㅋㅋㅋ	0
금방 끝날줄 알았는데 이리 길게도 가니 진짜 정신적 교감이 있는 사랑인가 어쨌든 보기 드물긴하다 그리고 김민희 에쁘다	0
팔라우는 남태평양쪽 작은 섬나라	0
ㄹㅇㅋㅋ 뭔가 그쪽업계 관련자래서 전문적인 대목이 나오길 기대했는데	0
90억 연봉 깎는다는데 5000만원은 줘야지 뭐1년에 180골 넣어야 감봉 메우는데 ㅋㅋㅋㅋㅋㅋ	0
직장인 인대 잔업꽉꽉채워서 500까진벌어봤다	0
이런게 기사거리인가	0
늙은 송혜교	0
에휴 사람들은 기사가 나와서 그걸 이야기 하는데 법적조치라니 이젠 무슨 기사가떠도 함부로 말못하겠네	0
남자를 지칭해서 용접배우라는거냐	0
조덕제 쓰레기 성추행했으면 반성하는 마음으로 조용히 살것이지 가짜증거로 미꾸라지처럼 빠져나갈생각만 하고	0
진짜 일도 아닌데 걸릴 같아서 보겠다 ㅋㅋㅋㅋ 백종원 대신 걸릴 같아	0
재밌게 봤어요 제작진분들 배우분들 모두모두 수고하셨습니다	0
변희재 김세의 강용석은 서울대출신 엘리트 애국보수들임	0
역시 엄마 아빠 닮아서 애가가 정말 예쁘네요 셋이 행복하게 살았음 좋겠고 앞으로 슈돌에서 나오는 모습 응원합니다 정말 아이가 엄마아빠의 판박이네요 신기합니다	0
여전히 이쁘시구만	0
역시 인지도는 악플에 비례하구나	0
내려놔 방송도 내려놓고 보기싫으니까	0
얼라이언스를 위하여	0
이창훈 이병헌 유아인 현빈 그중에 송중기랑 결혼은 진짜 심하다 솔직히 송중기랑 이혼하면 좋겠다	0
ㅋㅋㅋ 인강강사랑 용접공은 갭이 크지 ㅋㅋㅋ	0
지코가 석자	0
다니엘헤니 내남편 내남자	0
야간자율학습 모집병 자원입대	0
하라언니 두려워하지 마라 언니도 동새이도 왔다 용감하게 싸우자	0
설리 ㅉㅉㅉ	0
손현주가 사회 봐주는 자체가 영광이겠다 ^^	0
슈마훠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
결혼까지 생각했어 같은집 같은방에서 슬퍼도 bye bye bye	0
엄벌에 처해주세요	0
차차차	0
혜나는 너무 밉상스럽게 오버했어 ㅉㅉ 천천히 지껄로 만들었어야지	0
구혜선씨 항상 응원합니다 지금처럼 애기들 돌봐시구요믿어요 당신을 힘내세요	0
베컴은 저런딸 낳아준 빅토리아베컴이랑 사이더 좋아졌을듯 상상이 안갈듯 막내딸 없는세상이ㅡ 너무귀엽다	0
저정도 말투로 이야기함 사실 사석에서 술자리면 싸움날수도있음	0
남자 주인공이 이정재였으면 어땠을까	0
시즌제 가즈아	0
프로그램 폐지까지 시키다니 진짜 대단하다 끝까지 민폐구나	0
태희 언니 올해 컴백한다고 소속사 대표가 그러던데 보고 싶다 이전보다 훨씬 감정이 풍부해 졌다고 최근 화보인터뷰에서 그랬던데	0
에구 초기에 유산할수도 있는데 떠벌리지말지	0
그냥 스승인거지 공부에 답이 애들에게 다른길을 제시하는것 뿐인데	0
둘이 소속사까지 커플 응원하긴 한다만 나중에 헤어지면 어쩌려고	0
부산여중생 사건처럼 가해 여학생이 각목으로 피해 여학생 머리 내리쳐서 터트려서피냄새 맡으니까 떄리고 싶어 장면 패러디 하면 바로 방통위에서 제재먹을 현실은 잔인합니다	0
내가 시간이 아깝죠 진짜 별로다	0
당신은 따뜻한사람	0
우와 이제 무슨일	0
설마 협찬	0
배를 보니 딸이네요 하하소원성취 하시겠구만 ㅎ대단하세요 저는 둘도힘들던데ㅋ더운데 고생하세요 ^^	0
조민기 자살하겠다 적당히하자	0
민상아 처남 잘보내고 와라	0
눈이 부시게 재미있게 봤어요	0
신동 최시원이 진짜 국회의원 됐으면 좋겠다	0
정준호 멋있는 배우	0
용접공 배관공은 어느정도 ㅇㅈ해주자 이기	0
166에 57 다이어트 필요없지만건강위해더뺄거야다들 더마르게봄	0
크러쉬 매니저 부모님 선물 준비해 간거하며 인성 진짜 좋아 보이더라 매니저랑도 진짜 가족같고 친구같고^^ 서로 잘하니 매니저 말대로 평생 같이가는 사이 되길 바랍니다 ^^	0
적당히들좀 해라 잘못은 했지만 이건 아니지안어	0
과학이다 하는데 팀으로 만나면 얘보다 티모 베인 마이가 ㅈ같음 얘는 라인전쎄고 한타도 좋고 캐리력도 최상급 근데 캐릭터 설계부터가 던지기 좋게 만들어서 잘하는 애들도 한번씩 던지더라	0
만박할겤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
김명민 연기 진짜 잘하고ㅋ 키먼이 왠만만해도 우만기는 재방으로 봤을건데 순진이캐릭터 복장터져서	0
본인 본가가 문경근처라더만 거기서 쉬고있겠지	0
제떨이도 해라네 제랑 해버려	0
노력마니 하네 언니 존경합니다 물론 부모님 재력이 뒷받침되었겠지만 그래도 유학가서 공부안하고 노는애들진짜 많은데	0
누군지도 모르고 관심도 없음	0
길고양이나 길어야 5년이지	0
어차피 도울 있는 방법도 없을 듯한데요	0
남주는 윤박임 남주는 윤박이라고	0
니가 하는 언어 공인 시험 높은 등급을 네이버나 구글에 쳐보면	0
더럽게들 노는구나 변기유천은 양반일세	0
글쎄 옆집 아저씨가 사줬나부지뭐	0
김밥집 아저씨 아줌마 애정표현은 집에가서 하시길 ㅡㅡ	0
여자하나땜시 혼자안죽려고 너도 이제 끝잇다	0
일본영화 리메이크작인데 ost나 내용도 완전 똑같나요	0
일베 한번눌렀는데 2베뜸	0
꺼져주세요 ㅈㄴ보기싫네	0
김수미씨짱??보고있으면힐링두돼고 틀에박인 요리프로그램이랑 차이나요 구수한입담 정겨운 마음씨 옆집 화끈하고 시원스런 동네큰언니같아서 최고최고???	0
제발 아멘	0
전에도 빼서 다이어트약 홍보했던적 있었는데 일부러 찌우고 빼기 반복하는듯	0
매력에 끌렸는지 그리 잘생긴 얼굴도 아닌데 하라가 아까운디	0
여동생이면 ㅇㅈ한다	0
그래서 그걸 위반했다고해서 법적으로 처벌 받지는 않지요	0
일반인 기준으로 보면 직업잃고 2억주고 2년깜방 생활하러 간거니 작은 처벌이 아닌것 같은데	0
멋져요 항상 응원하고 지지합니다^^	0
자메이카	0
싸이클롭스베 ㅋㅋ	0
쿠마몬 컨셉 배끼는것도 방송하면 재밌겠네	0
입만 살아가지고 이번에 많은걸 느껴라 입으로만 사는세상 아니다	0
그래 겁나 이뻐부러 됐지	0
둘째는 다둥이가 아닙니다	0
개인 면접을 봤는데 비리라는거 실제로 교수랑 개인적으로 면담하는 일반인들도 많은데	0
이맛에 일베하는거 아니노	0
김치는	0
박스할매 땡잡았노 싱글벙글	0
안타깝지만 평소 생활습관이 독이된거같네요완치하시길바랍니다	0
나머진 사각턱 유전자도 없고 쌍커플은 태어날때부터 있었음	0
에휴 백종원 식상한다 이제 그만 나왔으면	0
쪽도 매일 그러잖아요 공적 마스크 시행한다니까 바로 사회주의 타령	0
블라한다 ㅂㅂㅂ	0
손담비 나혼에 고정으로 가자 매력 넘침	0
이수근 나오는 신서유기는 챙겨보는 놈들이 여기선 깨어있는 사람인척ㅋㅋㅋ	0
유리를 언급하는데	0
이렇게하고 제주도 여성 실종 실검 들어감 어디로 사라짐	0
근데 진짜 궁금한데 안재환이 자살을 했는데 정선희가 욕을 먹는거죠 정말 궁금해서 그래요 타살이어서 그런건가요 빚때문에 스트레스받아서 자살한건데 남아잇는사람이 욕먹어야하는이유가 정말 궁금해요	0
댓글들이 아주 국민프로듀서들 나셨네요 쟤들보다 니들이 더웃기다	0
어케 따라하셨대요 ㄷㄷ	0
방생하지마라	0
나혼자 산다가 모토인데 전현무가 지꾸 집에 찾아가잖아 하차하고 니네끼리 둘이서 산다 찍어	0
누구세요 ㅎㄷㄷㄷㄷ이젠 단역도	0
그래 좀비월드 되어 주거라	0
우리가 남이가	0
정준영 로이킴 먼지가되어 사라짐ㅋㅋㅋ	0
김성구 마누라 엄청 을궈 먹는다 마누라 안죽었음 어쨌냐	0
저거 탈모아님 걱정 ㄴㄴ	0
진짜 별게 논란이야 어휴	0
아마 접대스파링이라 심리적으로 꿀리고 들어간것도 조금 있을듯	0
폐지가 전현무 베기 싫어	0
그나마 이미지 비슷한 사람이 황수정	0
오현경대박 겁나이쁨	0
햄버거 많이 먹으면 종기남	0
오우 사건의 본질과는 전혀 관련없는 tmi에만 빠른 대응하는 yg클라스 불변	0
세상은 더욱 냉정해져서 본인의 능력으로 가능한 시대는	0
개듣보네 ㅋㅋㅋㅋㅋㅋ남자 프로게이머같이생겼네	0
정도 위치 되는 사람이 그랬으면 발광할걸 특히 교육관련자가 저런 하면 걔들도 발광할 같음유명 강가 에이 한의학과 바에 재수해서 의대가세요 하면 ㄹㅇ	0
송가인 국보가수 최고	0
갠적으로 저선수들 다좋지만 스도겐키 야마모토 키드 노리후미 얘네가제일 좋았음	0
근데 댓글이 애교스럽던데 기분나쁜 투라기보다는	0
@봉봉주세효 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
사실만 쓰세요	0
책임지ㅣ는 구조로 바꿔나가야 합니다	0
가족으로써 도의적 책임도 없습니까 국민을 실망에 빠트린 피의자 와이프가 나오는 드라마 방송을 고집하는 mbc를 보이콧해야 하나요	0
논란이고 나발이고 이상민 미우새 지겹다 이제그만하차해라	0
게리가 두명이네	0
큰가보네 수연언니 부럽다	0
해투도 그만하자	0
그래도 20대는 말도 안되는 소리하는 순간 거름	0
딥웹 접속가능한 사람이 26만이나 있는사이버 범죄집단 대한민국 ㅎㄷㄷ	0
랩몬과 쩌리들	0
빚투비 빚투비 빚투비	0
신혼 생활중 얼굴 업그래이드했네요 그전 얼굴도 괜찮았는데 좋은 연기 부탁드려요	0
매니토바 시베리아 촌구석 같은 곳임	0
1운동 나서면 불을 질러 ㅋㅋㅋㅋㅋㅋㅋㅋ	0
스티브 유기사 당장 내리시오 보기 싫다	0
통신요금연체 몇년지나야 소멸되냐	0
양반은 어쩌다 저리 됐을까요	0
강변이 생각보다 저질이구나	0
빅뱅이 이렇게 무너질줄이야 첨부터 승리는 열외였어	0
상식이 통하는 사회에 나라다운 나라를 만들고 있어서 슬픔 속에서 희망을 봅니다	0
두분 기대해도 될까요 ^^	0
박한별도 피해자같다 ㅠㅠ	0
독전에서 김주혁은 정말 연기 잘하던데 축하드립니다 ㅠㅠ	0
ㅋㅋ 작가 소설과 연기자들 연기에 놀아나는꼴이 개꿀쟁이네	0
연기는잘하시는딩 그래두어느정도상대배우와나이대는맞게하시지 동생역으론괜찮것네여 글구 미연아줌마치매에 전남편등장에 우째될지	0
전나게 이쁘긴하다진짜	0
삼가 고인의 명복을 빕니다 즐겨듣는 levels divine sorrow wake me up waiting for love addicted to you hey brother 기억할게요	0
다음차례 구구단 언능 해라	0
겸손하게 고사하는 백종원 그걸 받는 유재석의 그릇의 차이가 너무 확연히 느껴졌습니다 진짜 대상은 누가봐도 이견없이 백종원 이라고 생각합니다	0
무슨 오해가 있었겠지	0
보기싫으면 안보면 되는거지 굳이 보고와서 몰입이 안된다느니 뭐니ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그렇게 싫으면 자기가 작가하든가	0
비타민으로 물타기를 하고앉음 비타민보단 골구로 균형잡힌게 중요한거지	0
연기 실감나게 잘하시더군요	0
잼나 남궁민 파워	0
리얼 쉐도우복싱 ㅇㅂ	0
24살인데 다시 고등학교에 들어갔다고	0
교회홍보ㅋㅋㅋ	0
나만 모르는건가 차은우가 누군지도 뭐하는 연예인인지도 모르고 첨봤는데 아이돌이 골목식당 나오는건지 이해가 안가더라	0
굳이 기사까지 와서 악플다는 심리는 뭘지	0
너무 이쁘다	0
나는 분명히 말했다 사회 어디나 모순이 있고 암막에 가려진 데가 있다고 의료나 징병 모두 국민재산생명에 결정적으러 엮인 거라 당연히 희생을 한거다 그걸 의무라는 표현으로 듣기 좋게 묶어둔거다 말대로 인정하자고 인정하는데 결국 돈이라고	0
찌찌 오랜만에 들으니까 웃기당	0
기안84 우끼던데 ㅋㅋ 엉뚱한데 설마 실제로도 저렇게 개념없진 않겠지 ㅋㅋㅋㅋㅋㅋ 생각엔 설정인듯	0
레디 주입식 간지 아니엿나	0
실물보면 얼음될듯	0
tv조선서 키워줬더니	0
b급 가수 가수라 하기도 애매하다	0
악플러놈들 지네가 해줄것도 아니면서 팬들한테 염치 불구하고 부탁한다는데 지들이 개소리들 하고있냐 누가 나랏돈으로 해달래냐 니한테 돈빌려달라냐	0
인간 안변한다 왕진진 봐라 사람 안되는거	0
내가못생겨지니깐 이하이도이뻐보이네	0
나랑살자 누나	0
그만 하세요 부끄러운 알고 우리 아이들이 받을까 걱정이네요	0
보고싶습니다 그리고 축하합니다	0
짠돌이보단 낫다	0
그럼 전기 발전할땐 이산화탄소 안나오냐 연구마다 다르기는 하지만 비슷하거나 화력발전이 적게 나오긴 한다던데결국 원자력으로 가야 차이	0
니말대로 친구하나 사귀고 가는게 유익하고 재미있을거같긴하다	0
도쿄 올림픽때만 응윈 깔짝하겠지 ㅠㅠ 복싱에 대한 국민인식이	0
공부 잘하는 애들이 의사 하려는 이유가 사명감이 클까 이윤추구가 클까	0
오늘부로 용접공 이미지 떡상하냐	0
끝판왕 wbc빼고 중간보스들만 들이미노	0
한식을 모르는 미카엘을 너무 다그치는 같아 점점 시청하기 싫어지네요 다정하게 가르치는 한국의 온정을 보엿으면 좋을텐데 김수미씨가 몰아부치는 같아요	0
했네 했어 개실망	0
노잼노스트레스더블에이석섹스 댓글문화도 어느순간 사라짐ㅋㅋ	0
나타났다 잡히고 잡혔다가 사라지네	0
사이비놈들이 어쨔	0
악플러말은 믿고거르세요 런닝맨보다 재밌는프로가 어딨다고 악플러도 꼬박챙겨보는 꿀잼예능아니겠어요	0
죄송한말씀이지만 촌스럽네요	0
송강호 아이고 미선아 ㅠㅠ 죽을 계획이 다있구나	0
화목한 가정 너무 보기 좋습니다 시청하는 내내 제마음도 훈훈했습니다 응원합니다 윤지씨 ^^	0
쓸데없는 소리하지말고 수학 문제나 플어	0
엔딩에 주인공 대역 재현은 살다살다 첨본다 경찰청 사람들이냐	0
여러분 오늘 고현정이 어떤남자 욕조에서 샤워기로 물뿌리고 때리는거 개웃기지 않았나요 엄청 뿜었어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
공유씨 허겁지겁 달려가서 손잡아주는거보고 소름끼쳤어요 협박당하고 있는거면 당근이라도 흔들어주세요	0
방송활동이라도 하면서 연예인이라 했음 좋겠다	0
지방흡입 하고 다이어트로 살뺐다고 물건 팔다 걸려서 대국민 사과 눈물쑈 하던 분이 개념인이 세상	0
ㅌㅋㅋㅋㅋㅋㅋ 보배아재들이 신천지 재산좀 불려주게생겼네요	0
몸무게 막공개해도됨	0
우리 몸안 mechanism 스트레스 아닌게 있음	0
